itemid,country_alpha2,hudoc_decision_body,case_importance,has_separate_opinion,represented,num_violations_found,violation_type,num_applicants,judgment_year,judgment_month,violated_articles_count,violated_article_6,violated_article_3,violated_article_5,violated_article_13,violated_article_8,violated_article_P1_1,violated_article_2,violated_article_10,violated_article_11,violated_article_14,violated_article_34,violated_article_9,violated_article_P1_3,violated_article_38,violated_article_P4_2,violated_article_7,violated_article_P7_4,violated_article_P1_2,violated_article_18,violated_article_P7_2,app_sex_male_ratio,app_sex_female_ratio,app_sex_unknown_ratio,app_age_child_ratio,app_age_adolescent_ratio,app_age_adult_ratio,app_age_elderly_ratio,app_age_unknown_ratio,app_birth_year_median,app_unique_nationality_count,app_multi_nationality_flag,perapp_unique_beneficiary_category_count,perapp_has_joint_beneficiary_category_flag,rl_violation_type_procedural_ratio,rl_violation_type_both_ratio,rl_violation_duration_months,rl_violation_duration_months_missing_ratio,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-157962,az,CHAMBER,3,0,1,2,procedural,1,2015,10,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,1.0,0.0,76.0,0.0,8.61277672409,24.6949951199
001-157963,ua,COMMITTEE,4,0,0,1,substantive,1,2015,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1949.0,1,0,1,0,0.0,0.0,14.0,0.0,7.64753500103,25.234465591
001-157964,az,CHAMBER,4,0,1,3,substantive,1,2015,10,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1964.0,1,0,1,0,0.0,0.0,0.0,1.0,8.61277672409,24.6949951199
001-157965,ru,CHAMBER,4,0,0,1,procedural,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1992.0,1,0,1,0,1.0,0.0,59.0,0.0,9.13547822428,27.9410629715
001-157967,ua,CHAMBER,4,0,1,1,both,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,1.0,14.0,0.0,7.64753500103,25.234465591
001-157968,ua,CHAMBER,4,0,1,2,substantive,1,2015,10,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,0.0,0.0,16.0,0.0,7.64753500103,25.234465591
001-157969,ua,CHAMBER,4,0,1,1,substantive,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1981.0,1,0,1,0,0.0,0.0,18.0,0.0,7.64753500103,25.234465591
001-157970,ua,CHAMBER,3,0,1,3,substantive,1,2015,10,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,0.0,0.0,7.0,0.0,7.64753500103,25.234465591
001-157971,ru,CHAMBER,3,0,1,1,substantive,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1979.0,1,0,0,0,0.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-158177,ro,COMMITTEE,4,0,1,1,substantive,7,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,7,1,0.0,0.0,0.0,1.0,9.1025343665,25.9044038488
001-158178,ro,COMMITTEE,4,0,1,1,substantive,7,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,6,1,0.0,0.0,0.0,1.0,9.1025343665,25.9044038488
001-158179,ro,COMMITTEE,4,0,1,2,substantive,12,2015,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,12,0,0.0,0.0,0.0,1.0,9.1025343665,25.9044038488
001-158180,ro,COMMITTEE,4,0,0,1,substantive,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,0.0,0.0,0.0,1.0,9.1025343665,25.9044038488
001-158156,ro,CHAMBER,4,0,1,2,substantive,1,2015,10,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,0.1666666666666666,0.0,9.1025343665,25.9044038488
001-158157,cy,CHAMBER,4,0,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,1.0,0.0,12.0,0.0,10.04713071,23.7144517122
001-158159,gb,CHAMBER,3,0,1,1,substantive,1,2015,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1989.0,1,0,1,0,0.0,0.0,0.0833333333333333,0.0,10.7200981586,28.7113268204
001-158136,ru,COMMITTEE,4,0,1,2,substantive,2,2015,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,2,0,0.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-158137,mk,CHAMBER,3,0,1,2,both,1,2015,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1985.0,1,0,1,0,0.0,1.0,0.33,0.0,8.56858695742,23.0322822013
001-158138,ru,COMMITTEE,4,0,0,2,substantive,1,2015,10,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1964.0,1,0,1,0,0.0,0.0,2.0,0.0,9.13547822428,27.9410629715
001-158139,ua,CHAMBER,4,0,1,1,both,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1936.0,1,0,1,0,0.0,1.0,61.0,0.0,7.64753500103,25.234465591
001-158141,si,COMMITTEE,4,0,0,1,substantive,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1985.0,1,0,1,0,0.0,0.0,7.37,0.0,9.93780563535,24.4776864721
001-158142,si,COMMITTEE,4,0,0,1,substantive,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,0.0,16.0,0.0,9.93780563535,24.4776864721
001-158143,ua,CHAMBER,4,0,1,1,substantive,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1948.0,1,0,1,0,0.0,0.0,0.0,1.0,7.64753500103,25.234465591
001-158148,ru,CHAMBER,3,0,1,2,substantive,1,2015,10,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,4.33,0.0,9.13547822428,27.9410629715
001-158350,lv,CHAMBER,4,0,1,1,procedural,1,2015,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,0,0,1.0,0.0,0.0833333333333333,0.0,9.49724529108,23.9945278621
001-158352,pl,CHAMBER,4,0,1,3,substantive,1,2015,11,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,46.0,0.0,9.44450473305,26.8971646815
001-158468,pl,CHAMBER,3,0,1,1,substantive,3,2015,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1963.5,1,0,1,0,0.0,0.0,0.0,1.0,9.44450473305,26.8971646815
001-158469,pl,CHAMBER,4,0,1,1,procedural,2,2015,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,0,0,1.0,0.0,0.0,1.0,9.44450473305,26.8971646815
001-158470,ba,CHAMBER,3,0,1,1,substantive,3,2015,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,3,0,0.0,0.0,180.0,0.0,8.4474697729,23.5208122807
001-158472,bg,CHAMBER,3,0,1,1,procedural,1,2015,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1979.0,1,0,1,0,1.0,0.0,0.0,1.0,8.8914640391,24.650491064
001-158353,ua,CHAMBER,4,1,0,1,procedural,1,2015,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1940.0,1,0,1,0,1.0,0.0,98.0,0.0,7.64753500103,25.234465591
001-158500,ru,CHAMBER,3,0,1,2,substantive,1,2015,11,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,1,0,0.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-158501,ru,CHAMBER,3,1,1,1,both,1,2015,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,1,0,0.0,1.0,0.0,1.0,9.13547822428,27.9410629715
001-158504,pt,CHAMBER,3,0,1,1,substantive,1,2015,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1964.0,1,0,1,0,0.0,0.0,19.6,0.0,9.86353920239,26.0167642265
001-158505,ru,CHAMBER,4,0,1,1,procedural,2,2015,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1978.5,1,0,0,0,1.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-158506,az,CHAMBER,4,0,1,1,substantive,1,2015,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,0.0,1.0,8.61277672409,24.6949951199
001-158535,ua,COMMITTEE,4,0,0,2,procedural,14,2015,11,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,14,0,0.0,0.0,0.0,1.0,7.64753500103,25.234465591
001-158536,ua,COMMITTEE,4,0,1,2,substantive,13,2015,11,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,13,0,0.0,0.0,0.0,1.0,7.64753500103,25.234465591
001-158475,tr,CHAMBER,4,1,1,1,substantive,1,2015,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1965.0,1,0,1,0,0.0,0.0,0.0,1.0,9.31160094489,27.486527053
001-158477,tr,CHAMBER,3,0,1,1,both,1,2015,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1973.0,1,0,1,0,0.0,1.0,100.0,0.0,9.31160094489,27.486527053
001-158481,am,CHAMBER,4,0,1,1,substantive,1,2015,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1983.0,1,0,1,0,0.0,0.0,0.6,0.0,8.16433765931,23.0797079994
001-158861,fr,GRANDCHAMBER,1,0,1,1,substantive,2,2015,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1950.0,1,0,0,0,0.0,0.0,0.0,1.0,10.5106255548,28.5240364461
001-158482,ru,CHAMBER,4,0,1,1,both,4,2015,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.0,0.0,0.0,0.75,0.0,0.25,1974.0,1,0,2,0,0.0,1.0,1.0,0.0,9.13547822428,27.9410629715
001-158483,ru,COMMITTEE,4,0,1,2,substantive,1,2015,11,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,0.0,0.0,84.0,0.0,9.13547822428,27.9410629715
001-158484,ru,CHAMBER,4,0,1,2,substantive,1,2015,11,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,0.0,12.0,0.0,9.13547822428,27.9410629715
001-158487,ru,CHAMBER,4,0,1,2,substantive,1,2015,11,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1973.0,1,0,1,0,0.0,0.0,46.0,0.0,9.13547822428,27.9410629715
001-158488,ua,COMMITTEE,4,0,0,1,procedural,1,2015,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,1.0,0.0,105.0,0.0,7.64753500103,25.234465591
001-158489,ru,COMMITTEE,4,0,0,2,substantive,2,2015,11,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,2,0,0.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-158490,az,CHAMBER,3,0,1,1,procedural,1,2015,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,1,0,1.0,0.0,0.0,1.0,8.61277672409,24.6949951199
001-158491,ru,CHAMBER,4,0,0,2,substantive,1,2015,11,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1973.0,1,0,1,0,0.0,0.0,48.0,0.0,9.13547822428,27.9410629715
001-158492,de,CHAMBER,3,0,1,1,substantive,1,2015,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1988.0,1,0,1,0,0.0,0.0,0.0,1.0,10.6437748441,28.8621516613
001-158493,ru,CHAMBER,4,0,1,2,substantive,1,2015,11,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1976.0,1,0,1,0,0.0,0.0,13.0,0.0,9.13547822428,27.9410629715
001-158494,ru,CHAMBER,4,0,0,1,procedural,1,2015,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,1.0,0.0,102.0,0.0,9.13547822428,27.9410629715
001-158738,bg,CHAMBER,4,0,1,1,substantive,1,2015,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,0.0,156.0,0.0,8.8914640391,24.650491064
001-158739,tr,CHAMBER,4,1,1,1,procedural,1,2015,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,1.0,0.0,0.0,1.0,9.31160094489,27.486527053
001-158740,rs,COMMITTEE,4,0,1,1,substantive,74,2015,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2567567567567567,0.7297297297297297,0.0135135135135135,0.0,0.0,0.918918918918919,0.0675675675675675,0.0135135135135135,1956.0,1,0,0,0,0.0,0.0,42.0,0.0,8.66928258672,24.4440656385
001-158803,tr,CHAMBER,3,1,1,1,procedural,3,2015,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,3,1,1.0,0.0,144.0,0.0,9.31160094489,27.486527053
001-158806,bg,CHAMBER,4,0,1,2,substantive,2,2015,11,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1976.5,1,0,0,0,0.0,0.0,132.0,0.0,8.8914640391,24.650491064
001-158708,ru,CHAMBER,3,1,1,1,procedural,1,2015,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1949.0,1,0,1,0,1.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-158820,ro,CHAMBER,4,0,1,1,procedural,8,2015,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,8,0,1.0,0.0,84.0,0.0,9.1025343665,25.9044038488
001-158821,lt,CHAMBER,4,0,1,1,procedural,1,2015,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,9.56597105001,24.4499456406
001-158882,lt,CHAMBER,4,0,1,1,substantive,1,2015,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1937.0,1,0,1,0,0.0,0.0,144.0,0.0,9.56597105001,24.4499456406
001-158885,me,CHAMBER,4,0,1,1,both,3,2015,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1964.0,1,0,1,0,0.0,1.0,0.0,1.0,8.76748535323,22.1122779995
001-158887,ro,CHAMBER,4,0,1,1,substantive,1,2015,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,0.0,29.0,0.0,9.1025343665,25.9044038488
001-158877,mt,CHAMBER,4,1,1,1,substantive,1,2015,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1996.0,1,0,1,0,0.0,0.0,0.1666666666666666,0.0,10.1476361975,23.1516722424
001-158880,de,CHAMBER,3,1,1,1,substantive,1,2015,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,0.0,1.0,10.6437748441,28.8621516613
001-158881,ua,CHAMBER,3,0,1,2,both,1,2015,11,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.0,1,0,1,0,0.0,1.0,68.0,0.0,7.64753500103,25.234465591
001-158950,es,CHAMBER,4,1,1,1,substantive,1,2015,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1931.0,1,0,1,0,0.0,0.0,0.0,1.0,10.1652147533,27.8184668364
001-158952,hr,CHAMBER,4,0,1,1,substantive,1,2015,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1980.0,1,0,1,0,0.0,0.0,30.0,0.0,9.41611670743,24.6550697711
001-158953,ru,CHAMBER,3,0,1,1,substantive,1,2015,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1988.0,1,0,1,0,0.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-159188,tr,CHAMBER,1,1,1,1,substantive,3,2015,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1973.0,1,0,0,0,0.0,0.0,77.0,0.0,9.31160094489,27.486527053
001-158959,al,CHAMBER,4,0,1,1,procedural,1,2015,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1926.0,1,0,1,0,1.0,0.0,141.6,0.0,8.34296816014,23.1630157486
001-158960,am,CHAMBER,3,0,1,2,substantive,1,2015,12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1941.0,1,0,1,0,0.0,0.0,21.0,0.0,8.16433765931,23.0797079994
001-158961,ua,CHAMBER,3,0,1,4,both,5,2015,12,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1981.0,1,0,5,0,0.0,1.0,115.0,0.0,7.64753500103,25.234465591
001-158963,ua,CHAMBER,4,0,1,2,substantive,1,2015,12,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,0.0,19.5,0.0,7.64753500103,25.234465591
001-159324,ru,GRANDCHAMBER,1,1,1,1,substantive,1,2015,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-159047,ru,CHAMBER,4,0,1,4,both,2,2015,12,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1964.0,1,0,1,0,0.0,1.0,0.0,1.0,9.13547822428,27.9410629715
001-159048,ru,CHAMBER,4,0,1,4,both,1,2015,12,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1953.0,1,0,1,0,0.0,1.0,156.0,0.0,9.13547822428,27.9410629715
001-159049,lt,CHAMBER,3,1,1,1,substantive,7,2015,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.1428571428571428,0.0,0.0,0.8571428571428571,0.0,1,0,4,0,0.0,0.0,20.27,0.0,9.56597105001,24.4499456406
001-159052,pt,COMMITTEE,4,0,0,1,procedural,1,2015,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1.0,0.0,0.0,1.0,9.86353920239,26.0167642265
001-159053,pt,COMMITTEE,4,0,1,1,procedural,1,2015,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1946.0,1,0,1,0,1.0,0.0,74.0,0.0,9.86353920239,26.0167642265
001-159256,ru,COMMITTEE,4,0,0,1,both,1,2015,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.0,1,0,1,0,0.0,1.0,1.43,0.0,9.13547822428,27.9410629715
001-159054,ua,CHAMBER,4,0,1,1,procedural,1,2015,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1979.0,1,0,1,0,1.0,0.0,0.0,0.0,7.64753500103,25.234465591
001-159057,hu,COMMITTEE,4,0,1,2,substantive,10,2015,12,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1978.0,1,0,10,0,0.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-159058,hu,COMMITTEE,4,0,1,2,substantive,10,2015,12,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,10,0,0.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-159059,hu,COMMITTEE,4,0,1,2,substantive,13,2015,12,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,13,0,0.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-159060,mk,CHAMBER,3,0,1,1,both,1,2015,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,1,0,0.0,1.0,91.5,0.0,8.56858695742,23.0322822013
001-159061,hu,COMMITTEE,4,0,1,2,substantive,10,2015,12,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,10,0,0.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-159194,tr,CHAMBER,4,0,1,4,substantive,1,2015,12,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,0.0,0.0,83.63,0.0,9.31160094489,27.486527053
